Sample_ID,Bacterivores,Fungivores,Herbivores,Omnivores,Predators,Unidentified,Total_Number,Latitude,Longitude,Pixel_Lat,Pixel_Long,WWF_Biome,sampling method,DOI/URL,Data_provider
1275,13,8,0,0,0,0,21,-62.97861111,-60.55666667,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1276,0,2,0,0,0,0,2,-62.97861111,-60.55666667,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1277,48,2,0,0,0,0,50,-62.97861111,-60.55666667,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1278,5,0,0,0,0,0,5,-62.97861111,-60.55666667,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1279,0,0,0,0,0,0,0,-62.97861111,-60.55666667,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1280,2691,0,0,299,0,0,2990,-62.97861111,-60.55666667,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1281,1104,40,0,202,0,0,1346,-62.97861111,-60.55666667,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1282,1083,361,0,126,0,0,1570,-62.97861111,-60.55666667,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1283,1452,66,0,132,0,0,1650,-62.97861111,-60.55666667,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1284,1917,20,0,40,0,0,1977,-62.97861111,-60.55666667,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1285,464,65,0,124,0,0,653,-62.97861111,-60.55666667,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1286,3620,119,0,239,0,0,3978,-62.97861111,-60.55666667,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1287,472,110,0,516,0,0,1098,-62.97861111,-60.55666667,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1288,7515.463918,0,0,0,0,0,7515,-63.79833333,-57.29,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1289,791.7485265,0,0,0,0,0,792,-63.79833333,-57.29,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1290,3161.363636,0,0,0,0,0,3161,-63.79833333,-57.29,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1291,5197.826087,0,0,0,0,0,5198,-63.79833333,-57.29,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1292,18,0,0,3,0,0,21,-63.79833333,-57.29,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1293,102.6894866,0,0,0,0,0,103,-63.79833333,-57.29,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1294,206.8965517,0,0,0,0,0,207,-63.79833333,-57.29,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1295,70,0,0,2,0,0,72,-63.79833333,-57.29,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1296,6.382978723,0,0,0,0,0,6,-63.79833333,-57.29,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1297,1.934235977,0,0,0,0,0,2,-63.79833333,-57.29,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1298,5.964214712,0,0,0,0,0,6,-63.79833333,-57.29,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1299,0,0,0,0,0,0,0,-63.79833333,-57.29,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1300,111.627907,0,0,0,0,0,112,-63.79833333,-57.29,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1301,51.1627907,0,0,0,0,0,51,-63.79833333,-57.29,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1302,1958.974359,0,0,0,0,0,1959,-63.79833333,-57.29,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1303,7.731958763,0,0,0,0,0,8,-63.79833333,-57.29,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1304,0,0,0,0,0,0,0,-64.8625,-62.44638889,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1305,0,0,0,0,0,0,0,-64.8625,-62.44638889,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1306,0,0,0,0,0,0,0,-64.8625,-62.44638889,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1307,0,0,0,0,0,0,0,-64.8625,-62.44638889,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1308,0,0,0,0,0,0,0,-64.8625,-62.44638889,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1309,0,0,0,0,0,0,0,-64.8625,-62.44638889,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1310,0,0,0,0,0,0,0,-64.8625,-62.44638889,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1311,0,0,0,0,0,0,0,-64.8625,-62.44638889,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1312,0,0,0,0,0,0,0,-64.8625,-62.44638889,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1313,0,0,0,0,0,0,0,-64.8625,-62.44638889,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1314,0,0,0,0,0,0,0,-64.8625,-62.44638889,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1315,2.2172949,0,0,0,0,0,2,-64.8625,-62.44638889,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1316,0,0,0,0,0,0,0,-64.8625,-62.44638889,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1317,0,0,0,0,0,0,0,-64.8625,-62.44638889,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1318,1.757469244,0,0,0,0,0,2,-64.8625,-62.44638889,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1319,1.872659176,0,0,0,0,0,2,-64.8625,-62.44638889,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1320,2,0,0,0,0,0,2,-65.17472222,-64.13611111,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1321,0,0,0,0,0,0,0,-65.17472222,-64.13611111,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1322,0,0,0,0,0,0,0,-65.17472222,-64.13611111,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1323,0,0,0,0,0,0,0,-65.17472222,-64.13611111,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1324,0,0,0,0,0,0,0,-65.17472222,-64.13611111,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1325,0,0,0,0,0,0,0,-65.17472222,-64.13611111,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1326,2,0,0,0,0,0,2,-65.17472222,-64.13611111,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1327,0,0,0,0,0,0,0,-65.17472222,-64.13611111,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1328,137,0,0,30,0,0,167,-62.21055556,-58.94444444,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1329,1485.692308,160.6153846,0,2369.076923,0,0,4015,-62.21055556,-58.94444444,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1330,734.375,19.58333333,0,225.2083333,0,0,979,-62.21055556,-58.94444444,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1331,552.7272727,87.27272727,0,87.27272727,0,0,727,-62.21055556,-58.94444444,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1332,2450.25,0,0,574.75,0,0,3025,-62.21055556,-58.94444444,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1333,1661.111111,72.22222222,0,5488.888889,0,0,7222,-62.21055556,-58.94444444,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1334,839.2857143,16.78571429,0,822.5,0,0,1679,-62.21055556,-58.94444444,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1335,2201.304348,0,0,450.8695652,0,0,2652,-62.21055556,-58.94444444,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1336,4380.729167,202.1875,0,2156.666667,0,0,6740,-62.21055556,-58.94444444,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1337,3481.851852,176.2962963,0,749.2592593,0,0,4407,-62.21055556,-58.94444444,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1338,66,0,0,53,0,0,119,-62.21055556,-58.94444444,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1339,2203.555556,148.8888889,0,625.3333333,0,0,2978,-62.21055556,-58.94444444,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1340,2074.144737,0,0,156.1184211,0,0,2230,-62.21055556,-58.94444444,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1341,2104.347826,0,0,2678.26087,0,0,4783,-62.21055556,-58.94444444,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1342,8156.962025,0,0,5437.974684,0,0,13595,-62.21055556,-58.94444444,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1343,13304.39024,0,0,11769.26829,511.7073171,0,25585,-62.21055556,-58.94444444,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1344,234.5320197,0,0,785.1724138,0,0,1020,-62.21055556,-58.94444444,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1345,4030,0,0,8563.75,0,0,12594,-62.21055556,-58.94444444,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1346,2334.193548,0,0,6310.967742,0,0,8645,-62.21055556,-58.94444444,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1347,1758.75,0,0,6616.25,0,0,8375,-62.21055556,-58.94444444,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1348,6273.72549,495.2941176,0,1485.882353,0,0,8255,-62.21055556,-58.94444444,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1349,1485,303.75,0,1586.25,0,0,3375,-62.21055556,-58.94444444,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1350,2764.748201,0,0,1623.741007,0,0,4388,-62.21055556,-58.94444444,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
1351,2845.669291,54.72440945,0,2572.047244,0,0,5472,-62.21055556,-58.94444444,,,11,Baermann method,"Russell, D.J., Hohberg, K., Potapov, M., Bruckner, A., Otte, V., Christian, A. (2014) Native terrestrial invertebrate fauna from the northern Antarctic Peninsula: new records, state of current knowledge and ecological preferences – Summary of a German federal study. Soil Organisms, 86(1): 1-58.",Karin Hohberg
